CustomerKey,GeographyKey,CustomerAlternateKey,Customer full name,Birth date,Gender,YearlyIncome
20598,155,AW00020598,JacksonAPowell,1952-11-17,M,100000
20599,241,AW00020599,KyleWang,1952-12-09,M,120000
20600,9,AW00020600,DennisJHu,1986-01-24,M,70000
20601,7,AW00020601,CarrieRMunoz,1981-10-06,F,70000
20602,15,AW00020602,CaseyMoreno,1982-02-24,M,70000
20603,31,AW00020603,HenryLSullivan,1981-07-02,M,70000
20604,31,AW00020604,HaroldJMartinez,1979-10-11,M,60000
20605,32,AW00020605,KevinFYang,1986-01-30,M,80000
20606,40,AW00020606,JocelynColeman,1980-01-23,F,70000
20607,18,AW00020607,DonnaARaje,1980-04-17,F,80000
20608,39,AW00020608,CaraHu,1979-05-18,F,100000
20609,13,AW00020609,FernandoMBryant,1978-10-03,M,100000
20610,8,AW00020610,JessieZhou,1984-03-06,M,110000
20611,16,AW00020611,CarlaASullivan,1979-04-18,F,110000
20612,37,AW00020612,ColinJYang,1978-10-29,M,110000
20613,27,AW00020613,LindsayLRaje,1979-04-13,F,110000
20614,10,AW00020614,GregoryShan,1979-01-02,M,110000
20615,8,AW00020615,LauraWu,1979-04-20,F,110000
20616,9,AW00020616,KristiSerrano,1978-08-12,F,120000
20617,33,AW00020617,ChloeLJohnson,1983-05-25,F,100000
20618,22,AW00020618,MarieVRubio,1977-01-11,F,80000
20619,37,AW00020619,MauriceCRaji,1976-11-07,M,80000
20620,19,AW00020620,VictoriaJCook,1976-08-03,F,90000
20621,14,AW00020621,MeredithMAlonso,1977-08-05,F,120000
20622,20,AW00020622,JeromeLSuarez,1977-12-31,M,120000
20623,16,AW00020623,RuthGarcia,1977-11-29,F,130000
20624,23,AW00020624,DeborahShan,1976-10-12,F,100000
20625,15,AW00020625,RafaelJYuan,1982-05-09,M,100000
20626,18,AW00020626,JarrodSara,1982-02-10,M,100000
20627,38,AW00020627,TheresaNavarro,1975-09-30,F,110000
20628,12,AW00020628,RodneyJGutierrez,1981-11-21,M,120000
20629,11,AW00020629,BonnieRaje,1975-08-30,F,120000
20630,3,AW00020630,DianeMAlonso,1975-09-12,F,130000
20631,26,AW00020631,GeraldEDominguez,1976-04-14,M,130000
20632,69,AW00020632,MarcusRStewart,1975-08-02,M,80000
20633,623,AW00020633,LukeACollins,1969-08-07,M,90000
20634,637,AW00020634,StephanieVBryant,1970-02-04,F,100000
20635,644,AW00020635,NathanJYoung,1969-11-06,M,110000
20636,345,AW00020636,OliviaGPatterson,1975-05-01,F,130000
20637,314,AW00020637,JohnBrown,1961-12-08,M,70000
20638,315,AW00020638,ThomasCCollins,1962-02-08,M,80000
20639,553,AW00020639,EmilyARoss,1961-12-17,F,80000
20640,316,AW00020640,NoahSTurner,1961-11-29,M,90000
20641,337,AW00020641,IsabellaPRobinson,1967-02-19,F,90000
20642,536,AW00020642,PatriciaPrasad,1967-11-01,F,90000
20643,329,AW00020643,AbigailPatterson,1939-07-15,F,90000
20644,343,AW00020644,PatrickBrooks,1939-08-17,M,130000
20645,642,AW00020645,XavierStewart,1983-03-04,M,60000
20646,553,AW00020646,RyanEChen,1977-11-21,M,60000
20647,311,AW00020647,JaredBailey,1977-07-14,M,60000
20648,331,AW00020648,JordanEMitchell,1978-06-01,M,70000
20649,361,AW00020649,NatalieRamirez,1977-12-11,F,70000
20650,310,AW00020650,BryanJGray,1981-01-20,M,50000
20651,71,AW00020651,TimothyJCooper,1976-02-20,M,50000
20652,637,AW00020652,AmandaScott,1975-07-06,F,50000
20653,358,AW00020653,JessicaWhite,1975-09-01,F,50000
20654,347,AW00020654,TaylorMurphy,1981-05-03,F,50000
20655,545,AW00020655,EdwardLButler,1975-08-05,M,50000
20656,66,AW00020656,MarcusLPerry,1975-10-19,M,60000
20657,345,AW00020657,BlakeARussell,1974-12-23,M,50000
20658,311,AW00020658,KayleeECampbell,1976-08-11,F,70000
20659,329,AW00020659,XavierJBaker,1976-09-03,M,70000
20660,633,AW00020660,ChristinaCox,1975-04-18,F,60000
20661,301,AW00020661,TaylorEDiaz,1975-04-06,F,60000
20662,545,AW00020662,TaylorJPerry,1974-06-13,F,70000
20663,316,AW00020663,KaitlynAStewart,1979-09-03,F,70000
20664,611,AW00020664,IsaiahWatson,1973-11-20,M,70000
20665,59,AW00020665,JamesCEvans,1974-02-18,M,70000
20666,299,AW00020666,LaceyRai,1974-04-06,F,70000
20667,611,AW00020667,JodiCPal,1974-06-26,F,70000
20668,311,AW00020668,EricRothenberg,1974-04-06,F,70000
20669,65,AW00020669,RachelCRoss,1983-10-01,F,40000
20670,69,AW00020670,JuliaACox,1975-09-09,F,60000
20671,299,AW00020671,RonaldSanchez,1981-02-09,M,70000
20672,311,AW00020672,FernandoRoss,1981-03-03,M,70000
20673,347,AW00020673,DylanAWashington,1981-10-19,M,70000
20674,609,AW00020674,SamuelTButler,1978-02-22,M,50000
20675,542,AW00020675,NatalieMMartin,1978-10-29,F,50000
20676,300,AW00020676,CarlosCParker,1972-03-20,M,60000
20677,326,AW00020677,TrinityBailey,1977-08-09,F,60000
20678,301,AW00020678,MarthaLin,1982-09-20,F,60000
20679,43,AW00020679,DakotaDJenkins,1971-11-11,M,60000
20680,60,AW00020680,AshleyAnderson,1977-07-15,F,60000
20681,302,AW00020681,WalterLMoreno,1974-10-26,M,70000
20682,326,AW00020682,JohnFDavis,1975-04-15,M,80000
20683,329,AW00020683,AmandaAMitchell,1975-02-18,F,80000
20684,331,AW00020684,OliviaALee,1974-07-28,F,80000
20685,298,AW00020685,MariahPowell,1970-07-01,F,40000
20686,338,AW00020686,LucasNelson,1970-10-05,M,40000
20687,542,AW00020687,RebeccaCampbell,1970-08-04,F,40000
20688,616,AW00020688,StevenARamirez,1971-03-11,M,50000
20689,633,AW00020689,ConnorJGreen,1976-07-04,M,50000
20690,361,AW00020690,NathanielTorres,1971-05-04,M,50000
20691,52,AW00020691,EduardoSmith,1970-08-14,M,60000
20692,348,AW00020692,JohnHLewis,1976-12-02,M,60000
20693,648,AW00020693,ZacharyLPerry,1971-03-10,M,60000
20694,54,AW00020694,DanielAnderson,1969-10-10,M,60000
20695,326,AW00020695,JoshuaBrown,1969-08-07,M,60000
20696,539,AW00020696,EthanDGonzales,1969-12-19,M,60000
20697,300,AW00020697,StefanieRSchmidt,1970-06-25,F,60000
20698,307,AW00020698,DarrenChandra,1975-03-16,M,60000
20699,343,AW00020699,HunterWang,1969-08-12,M,60000
20700,298,AW00020700,MarcusGScott,1970-01-30,M,60000
20701,312,AW00020701,LizAnderson,1981-01-16,F,60000
20702,348,AW00020702,OscarVRoss,1969-03-07,M,70000
20703,547,AW00020703,SethLWhite,1968-11-22,M,70000
20704,536,AW00020704,ShaneRRodriguez,1968-08-20,M,70000
20705,325,AW00020705,KevinARoberts,1974-03-02,M,70000
20706,347,AW00020706,HaleyJGonzalez,1973-09-15,F,70000
20707,369,AW00020707,DaniellePStewart,1973-07-07,F,70000
20708,52,AW00020708,DevinThompson,1980-03-05,M,70000
20709,339,AW00020709,SamuelMEvans,1968-12-09,M,70000
20710,237,AW00020710,AndresRaje,1980-05-07,M,40000
20711,246,AW00020711,EbonyISanz,1979-07-05,F,40000
20712,253,AW00020712,ColinHuang,1980-01-18,M,40000
20713,270,AW00020713,KathleenGill,1983-09-13,F,10000
20714,243,AW00020714,ChristineBeck,1983-07-13,F,20000
20715,154,AW00020715,HenryCKapoor,1977-12-20,M,20000
20716,157,AW00020716,KristinaVArun,1979-03-13,F,40000
20717,263,AW00020717,ChelseaRRay,1984-03-02,F,40000
20718,234,AW00020718,RickyRuiz,1978-06-23,M,30000
20719,135,AW00020719,LawrenceAlvarez,1978-02-17,M,30000
20720,147,AW00020720,ReginaRSubram,1978-01-01,F,30000
20721,236,AW00020721,HaileyGPerry,1977-01-05,F,10000
20722,127,AW00020722,KellieLSerrano,1977-10-22,F,40000
20723,171,AW00020723,CedricTZhu,1977-06-24,M,20000
20724,248,AW00020724,EbonyVance,1976-07-07,F,20000
20725,253,AW00020725,LindaKRomero,1976-10-01,F,20000
20726,126,AW00020726,BethRomero,1982-08-14,F,30000
20727,161,AW00020727,ArturoYe,1975-07-13,M,40000
20728,224,AW00020728,CedricJChande,1976-06-12,M,40000
20729,154,AW00020729,AimeeMZhou,1977-04-18,F,40000
20730,267,AW00020730,AaronShan,1976-12-12,M,40000
20731,133,AW00020731,AndreSKovar,1975-12-12,M,50000
20732,626,AW00020732,JoshuaWWalker,1986-03-21,M,40000
20733,611,AW00020733,SheenaALuo,1980-06-05,F,40000
20734,51,AW00020734,LuisGPhillips,1980-01-14,M,50000
20735,638,AW00020735,CaitlinCooper,1985-10-19,F,50000
20736,57,AW00020736,AlexandraHoward,1980-12-10,F,40000
20737,359,AW00020737,VictoriaAGriffin,1934-12-31,F,20000
20738,633,AW00020738,AlexOKelly,1977-07-18,M,60000
20739,631,AW00020739,KaitlynACarter,1959-03-24,F,10000
20740,43,AW00020740,KathrynSharma,1958-12-07,F,10000
20741,335,AW00020741,JocelynFoster,1959-03-26,F,20000
20742,542,AW00020742,IsabellaMStewart,1964-02-14,F,20000
20743,536,AW00020743,AriannaWHoward,1959-01-11,F,20000
20744,298,AW00020744,AmandaNBarnes,1958-08-29,F,20000
20745,49,AW00020745,MariahCPrice,1965-05-31,F,20000
20746,52,AW00020746,ChristinaMTorres,1976-02-20,F,20000
20747,612,AW00020747,MelodyVazquez,1965-11-21,F,20000
20748,633,AW00020748,StephanieRWatson,1960-04-03,F,20000
20749,638,AW00020749,JoanLMorgan,1959-10-13,F,30000
20750,329,AW00020750,KatherineAKing,1960-03-25,F,40000
20751,298,AW00020751,JermaineHArthur,1961-04-18,M,30000
20752,631,AW00020752,ChristianSimmons,1961-03-14,M,30000
20753,631,AW00020753,TaylorDKelly,1966-11-18,F,30000
20754,331,AW00020754,IanTDavis,1960-11-08,M,30000
20755,311,AW00020755,AlexLopez,1960-12-01,M,40000
20756,55,AW00020756,MarcusGriffin,1967-01-21,M,30000
20757,553,AW00020757,AlexiaPowell,1961-12-15,F,30000
20758,637,AW00020758,JesseSanders,1972-08-29,M,30000
20759,300,AW00020759,TeresaSerrano,1961-11-17,F,40000
20760,62,AW00020760,ThomasAlexander,1973-03-15,M,40000
20761,316,AW00020761,JonathanAWashington,1967-11-09,M,40000
20762,360,AW00020762,JenniferCKing,1968-10-08,F,30000
20763,542,AW00020763,LucasSCarter,1963-02-10,M,30000
20764,62,AW00020764,ChristianTaylor,1962-07-16,M,30000
20765,335,AW00020765,WyattLopez,1962-11-16,M,40000
20766,339,AW00020766,CharlesGMorgan,1969-04-06,M,40000
20767,648,AW00020767,RachelMThomas,1964-03-22,F,40000
20768,298,AW00020768,MarshallHNara,1963-08-24,M,40000
20769,626,AW00020769,MichelleSSanders,1963-10-01,F,40000
20770,648,AW00020770,CarlosMitchell,1963-11-11,M,80000
20771,50,AW00020771,MadelineEdwards,1964-06-13,F,80000
20772,385,AW00020772,SamanthaGarcia,1969-04-04,F,80000
20773,51,AW00020773,NatalieRodriguez,1963-09-05,F,80000
20774,368,AW00020774,AnthonyAMiller,1969-07-03,M,80000
20775,611,AW00020775,BruceLAlonso,1964-12-21,M,40000
20776,644,AW00020776,HaleyLong,1965-04-09,F,40000
20777,536,AW00020777,CarlySharma,1965-04-06,F,60000
20778,638,AW00020778,SethRRamirez,1965-04-02,M,60000
20779,326,AW00020779,MariaRussell,1970-08-04,F,60000
20780,543,AW00020780,MichaelAWhite,1964-07-22,M,60000
20781,51,AW00020781,KaylaMLee,1965-04-09,F,60000
20782,536,AW00020782,AlanYe,1975-10-31,M,60000
20783,70,AW00020783,AmandaCollins,1970-03-13,F,60000
20784,301,AW00020784,EduardoWalker,1964-08-20,M,60000
20785,352,AW00020785,IsabellaLTaylor,1977-08-20,F,50000
20786,325,AW00020786,MarcusPerez,1978-05-20,M,50000
20787,611,AW00020787,BridgetPal,1979-01-31,F,40000
20788,302,AW00020788,SaraGonzalez,1979-01-13,F,40000
20789,325,AW00020789,MiguelWilliams,1979-01-12,M,40000
20790,347,AW00020790,KaylaMHarrison,1978-12-04,F,40000
20791,360,AW00020791,RyanBPatterson,1978-08-05,M,40000
20792,51,AW00020792,HaileyRRivera,1976-12-31,F,60000
20793,211,AW00020793,GaryLMartin,1976-04-02,M,10000
20794,199,AW00020794,BrendaFRana,1967-08-08,F,10000
20795,213,AW00020795,EmmanuelCSubram,1967-11-15,M,10000
20796,194,AW00020796,ClaudiaRGuo,1967-02-13,F,10000
20797,185,AW00020797,DawnGHu,1964-02-19,F,10000
20798,156,AW00020798,MathewLMunoz,1964-03-03,M,10000
20799,119,AW00020799,PeterDRaje,1964-02-21,M,20000
20800,234,AW00020800,ConnorJenkins,1963-05-16,M,10000
20801,233,AW00020801,RonaldHChandra,1963-05-24,M,10000
20802,220,AW00020802,JonLi,1962-08-24,M,10000
20803,221,AW00020803,NicoleARodriguez,1961-08-15,F,10000
20804,279,AW00020804,KatelynLTorres,1961-05-10,F,10000
20805,120,AW00020805,BrandonWilliams,1961-03-11,M,10000
20806,265,AW00020806,JamesELopez,1971-08-22,M,10000
20807,279,AW00020807,JordanMFoster,1960-12-30,M,10000
20808,133,AW00020808,JulieJai,1971-11-11,F,10000
20809,271,AW00020809,BenjaminAnderson,1959-11-10,M,10000
20810,211,AW00020810,BrittneyHe,1947-06-22,F,10000
20811,272,AW00020811,CalvinShan,1948-01-15,M,40000
20812,12,AW00020812,PrestonCPrasad,1985-08-16,M,10000
20813,17,AW00020813,MichaelL.Rothkugel,1984-10-09,M,10000
20814,8,AW00020814,MargaretDLu,1984-09-28,F,10000
20815,13,AW00020815,TracyAndersen,1984-08-04,F,10000
20816,13,AW00020816,ConnorJRoss,1986-01-09,M,20000
20817,33,AW00020817,GeoffreyRodriguez,1983-10-05,M,10000
20818,20,AW00020818,RachelPowell,1983-01-10,F,10000
20819,13,AW00020819,RaymondWMadan,1984-08-20,M,20000
20820,28,AW00020820,KathleenARubio,1984-12-11,F,20000
20821,30,AW00020821,HanyMorcos,1984-02-22,M,20000
20822,20,AW00020822,ShannonRuiz,1983-01-31,M,20000
20823,22,AW00020823,TroyLMartinez,1982-10-26,M,20000
20824,240,AW00020824,DerekMXu,1948-11-06,M,30000
20825,279,AW00020825,PamelaKapoor,1949-06-02,F,40000
20826,203,AW00020826,JillianRaman,1972-05-08,F,20000
20827,217,AW00020827,JillianEPerez,1967-03-06,F,20000
20828,156,AW00020828,JaclynShan,1966-08-17,F,30000
20829,130,AW00020829,AndyDiaz,1967-05-15,M,30000
20830,115,AW00020830,WhitneyCMartinez,1966-07-19,F,30000
20831,170,AW00020831,DrewXu,1972-06-02,M,30000
20832,273,AW00020832,KelvinTang,1972-05-05,M,30000
20833,166,AW00020833,DouglasASai,1965-11-08,M,20000
20834,276,AW00020834,BrendaCKapoor,1966-01-24,F,30000
20835,153,AW00020835,RubenAGutierrez,1964-12-11,M,20000
20836,127,AW00020836,StanleyAChandra,1976-03-18,M,20000
20837,230,AW00020837,JimmyRubio,1965-02-28,M,20000
20838,269,AW00020838,ChloeJones,1964-10-14,F,30000
20839,269,AW00020839,CourtneyLopez,1964-10-11,F,30000
20840,222,AW00020840,AlisonHXie,1963-08-06,F,20000
20841,118,AW00020841,JesusVAlonso,1975-05-01,M,30000
20842,147,AW00020842,TyroneSMoreno,1966-04-03,M,30000
20843,131,AW00020843,JoseShan,1965-09-02,M,30000
20844,186,AW00020844,NicolasEPal,1981-03-16,M,30000
20845,115,AW00020845,BarryMalhotra,1970-05-17,M,30000
20846,224,AW00020846,LeeAlonso,1964-09-23,M,30000
20847,175,AW00020847,KyleTYoung,1964-08-04,M,30000
20848,265,AW00020848,VincentLiu,1963-12-15,M,30000
20849,269,AW00020849,FaithWashington,1981-01-20,F,20000
20850,279,AW00020850,LanceCNavarro,1981-09-10,M,20000
20851,243,AW00020851,FrankTSanz,1981-05-03,M,20000
20852,230,AW00020852,YolandaRaje,1981-07-02,F,30000
20853,216,AW00020853,JarrodRana,1981-10-04,M,30000
20854,131,AW00020854,KaraRaji,1974-08-02,F,10000
20855,208,AW00020855,AbigailRoss,1981-03-02,F,30000
20856,243,AW00020856,TiffanyAHu,1975-01-07,F,20000
20857,225,AW00020857,JerryLBecker,1975-04-18,M,20000
20858,220,AW00020858,DamienStone,1974-10-29,M,30000
20859,245,AW00020859,RoyCRomero,1980-09-03,M,30000
20860,158,AW00020860,PrestonLopez,1974-09-19,M,40000
20861,170,AW00020861,NicolasMNara,1975-01-15,M,40000
20862,255,AW00020862,MarshallSutton,1980-10-08,M,40000
20863,263,AW00020863,EricaMXu,1975-02-11,F,40000
20864,243,AW00020864,GraceJHoward,1974-09-24,F,50000
20865,133,AW00020865,LuisRoss,1928-03-19,M,20000
20866,241,AW00020866,DavidDJones,1927-12-01,M,130000
20867,189,AW00020867,NoahKJohnson,1957-10-20,M,10000
20868,242,AW00020868,MistyShan,1957-03-09,F,10000
20869,261,AW00020869,DavidRMartinez,1979-12-23,M,10000
20870,133,AW00020870,JaimeMoreno,1973-08-07,F,10000
20871,117,AW00020871,AdrianaJArthur,1979-09-13,F,10000
20872,238,AW00020872,TheodoreCMoreno,1984-08-16,M,10000
20873,157,AW00020873,JoelLSubram,1974-05-22,M,20000
20874,151,AW00020874,EdwinLal,1974-05-20,M,20000
20875,273,AW00020875,JuliaRWashington,1974-06-05,F,20000
20876,127,AW00020876,JacksonAlexander,1973-10-25,M,30000
20877,224,AW00020877,RichardJRoss,1974-04-12,M,30000
20878,192,AW00020878,ErikaPOrtega,1979-01-21,F,30000
20879,246,AW00020879,PamelaSanchez,1979-09-03,F,40000
20880,243,AW00020880,IsabellaWashington,1978-04-17,F,10000
20881,234,AW00020881,WendyCNavarro,1978-06-03,F,20000
20882,211,AW00020882,SabrinaVSuarez,1984-03-06,F,20000
20883,192,AW00020883,LatoyaARai,1978-11-12,F,30000
20884,220,AW00020884,DarrenSchmidt,1972-07-08,M,30000
20885,268,AW00020885,TerryXie,1973-03-14,M,30000
20886,238,AW00020886,BruceRaman,1972-09-07,M,30000
20887,206,AW00020887,DamienLLi,1972-01-01,M,10000
20888,224,AW00020888,ClaytonPRaje,1971-07-21,M,10000
20889,240,AW00020889,ManuelMPatel,1977-06-20,M,20000
20890,277,AW00020890,ClaytonAnand,1972-04-14,M,20000
20891,215,AW00020891,DarrellMAnand,1978-11-10,M,40000
20892,249,AW00020892,HenryLSara,1973-01-08,M,40000
20893,155,AW00020893,RobertMHall,1933-02-02,M,30000
20894,186,AW00020894,AlyssaLThomas,1972-03-20,F,20000
20895,204,AW00020895,RubenAJimenez,1972-06-09,M,30000
20896,119,AW00020896,ArthurESai,1971-11-11,M,30000
20897,211,AW00020897,MayraESai,1971-08-24,F,30000
20898,126,AW00020898,GrantFerrier,1972-01-24,M,30000
20899,189,AW00020899,AngelaCook,1971-05-06,F,10000
20900,241,AW00020900,NatalieMRussell,1970-10-01,F,10000
20901,219,AW00020901,ChadXu,1971-04-01,M,20000
20902,271,AW00020902,ShaneMSubram,1976-12-02,M,30000
20903,128,AW00020903,RobynZDiaz,1971-04-25,F,30000
20904,231,AW00020904,EbonyCGomez,1971-03-18,F,30000
20905,218,AW00020905,JessieMunoz,1969-12-03,F,10000
20906,267,AW00020906,BrianaRuiz,1969-11-06,F,10000
20907,259,AW00020907,TerrenceShan,1970-05-21,M,10000
20908,171,AW00020908,WyattCFoster,1975-04-20,M,10000
20909,248,AW00020909,KellyJWeadock,1968-10-19,F,10000
20910,198,AW00020910,CarolynMMalhotra,1977-02-17,F,40000
20911,203,AW00020911,KatrinaRaje,1972-01-30,F,40000
20912,121,AW00020912,ChristyGHu,1972-05-01,F,40000
20913,168,AW00020913,WesleyLiu,1968-10-28,M,30000
20914,126,AW00020914,GilbertCZeng,1978-10-19,M,30000
20915,180,AW00020915,LatashaCarlson,1970-10-16,F,30000
20916,157,AW00020916,KathleenCarlson,1970-11-09,F,30000
20917,245,AW00020917,TonyaTang,1976-02-20,F,40000
20918,191,AW00020918,NeilRamos,1975-10-31,M,30000
20919,187,AW00020919,GretchenRivas,1980-09-16,F,30000
20920,187,AW00020920,JaclynIRai,1975-06-21,F,30000
20921,239,AW00020921,MelindaCarlson,1975-12-22,F,40000
20922,255,AW00020922,ClaytonLWagner,1970-01-17,M,40000
20923,147,AW00020923,IsabellaLPowell,1969-05-08,F,40000
20924,162,AW00020924,AlbertoMSanz,1983-06-05,M,20000
20925,189,AW00020925,KristinDXu,1984-10-02,F,20000
20926,209,AW00020926,JefferyCGuo,1985-01-14,M,20000
20927,128,AW00020927,TammyRMartinez,1984-12-13,F,20000
20928,149,AW00020928,RaymondLKapoor,1985-04-15,M,30000
20929,278,AW00020929,DarrylCZeng,1984-12-09,M,30000
20930,162,AW00020930,DrewRChande,1968-12-11,M,40000
20931,236,AW00020931,BrianFSanchez,1969-04-13,M,40000
20932,186,AW00020932,ColeJKelly,1967-11-23,M,30000
20933,262,AW00020933,LauraOLi,1984-02-23,F,30000
20934,187,AW00020934,HaleyYoung,1983-02-01,F,30000
20935,196,AW00020935,DesireeLJimenez,1983-04-13,F,30000
20936,182,AW00020936,ChristyCCai,1982-12-20,F,30000
20937,120,AW00020937,NatalieEWilliams,1983-01-02,F,30000
20938,260,AW00020938,CarolynARowe,1983-02-20,F,30000
20939,117,AW00020939,JoshuaJohnson,1982-03-04,M,20000
20940,215,AW00020940,JillianRodriguez,1982-02-25,F,20000
20941,208,AW00020941,ArturoKGuo,1981-01-05,M,10000
20942,222,AW00020942,TashaMSharma,1986-03-22,F,20000
20943,261,AW00020943,BrettLRana,1980-09-28,M,20000
20944,207,AW00020944,RebeccaHernandez,1981-11-22,F,20000
20945,159,AW00020945,RogerMTang,1981-11-23,M,30000
20946,151,AW00020946,AbbyEChandra,1981-09-24,F,30000
20947,245,AW00020947,MarieAlvarez,1981-12-06,F,30000
20948,209,AW00020948,XavierWhite,1981-01-05,M,30000
20949,236,AW00020949,SandraJLiang,1980-03-09,F,10000
20950,232,AW00020950,AlbertWSuarez,1985-11-09,M,20000
20951,252,AW00020951,DarrellTJai,1980-03-21,M,20000
20952,264,AW00020952,MicahAYe,1979-11-02,M,20000
20953,205,AW00020953,NeilRubio,1979-12-03,M,20000
20954,184,AW00020954,NathanFoster,1985-10-07,M,20000
20955,208,AW00020955,DawnPal,1986-03-08,F,30000
20956,211,AW00020956,KristyAAlonso,1981-02-24,F,30000
20957,206,AW00020957,DarrenEKapoor,1980-07-15,M,30000
20958,178,AW00020958,GeraldAlonso,1981-03-25,M,30000
20959,223,AW00020959,RubenArun,1968-04-13,M,20000
20960,193,AW00020960,DarrellJBeck,1967-09-02,M,20000
20961,188,AW00020961,KeithAGoldberg,1966-09-06,M,10000
20962,198,AW00020962,SharonXie,1966-11-17,F,20000
20963,241,AW00020963,TeresaCDominguez,1967-03-13,F,20000
20964,208,AW00020964,EmilyMButler,1946-12-13,F,10000
20965,270,AW00020965,CynthiaASubram,1946-05-04,F,30000
20966,180,AW00020966,VirginiaMadan,1973-04-08,F,30000
20967,142,AW00020967,CaseyTRowe,1962-10-22,M,10000
20968,279,AW00020968,ArturoYuan,1963-01-03,M,10000
20969,221,AW00020969,AshleyCFoster,1962-06-22,F,10000
20970,175,AW00020970,IsaiahRichardson,1965-05-10,M,10000
20971,211,AW00020971,PrestonSuri,1942-09-07,M,10000
20972,232,AW00020972,FranciscoAVance,1942-12-12,M,20000
20973,255,AW00020973,AprilCAndersen,1949-04-20,F,30000
20974,201,AW00020974,GeorgeCSubram,1945-04-19,M,10000
20975,234,AW00020975,JerryAndersen,1945-09-06,M,20000
20976,222,AW00020976,JaclynKumar,1952-08-31,F,10000
20977,189,AW00020977,MarioJAndersen,1958-03-22,M,20000
20978,115,AW00020978,BruceDSrini,1947-06-24,M,20000
20979,149,AW00020979,DianeJimenez,1947-04-25,F,20000
20980,161,AW00020980,MatthewMiller,1947-02-07,M,30000
20981,140,AW00020981,CraigRomero,1947-12-24,M,10000
20982,277,AW00020982,ArthurKJimenez,1947-08-09,M,40000
20983,22,AW00020983,MeredithBVance,1986-06-22,F,10000
20984,36,AW00020984,SabrinaARubio,1985-11-09,F,10000
20985,18,AW00020985,AutumnJLiu,1985-07-16,F,20000
20986,20,AW00020986,BrandiLBlanco,1982-10-25,F,10000
20987,8,AW00020987,MarshallMZeng,1983-06-12,M,10000
20988,36,AW00020988,AnnaLMartin,1982-09-21,F,10000
20989,18,AW00020989,CassandraDSara,1981-08-25,F,10000
20990,13,AW00020990,MayraPRaman,1982-04-09,F,10000
20991,40,AW00020991,FrederickSai,1982-06-05,M,10000
20992,23,AW00020992,JulioSerrano,1985-01-12,M,20000
20993,30,AW00020993,MitchellBXie,1984-10-11,M,20000
20994,21,AW00020994,AutumnMa,1985-04-21,F,20000
20995,21,AW00020995,DannySuarez,1984-08-16,M,20000
20996,25,AW00020996,KeithTShan,1984-09-19,M,20000
20997,5,AW00020997,JoannaFAshe,1985-01-06,F,20000
20998,21,AW00020998,EugeneLShe,1983-07-03,M,20000
20999,22,AW00020999,CarolynGarcia,1983-10-25,F,20000
21000,3,AW00021000,GeoffreyPPerez,1983-09-23,M,20000
21001,24,AW00021001,ClintonGutierrez,1983-10-04,M,20000
21002,11,AW00021002,CarolynRodriguez,1983-04-26,F,20000
21003,222,AW00021003,JimmyHernandez,1967-05-13,M,20000
21004,224,AW00021004,KaitlynCampbell,1972-11-02,F,30000
21005,219,AW00021005,BarbaraHZhu,1965-08-26,F,10000
21006,131,AW00021006,SydneyKYoung,1966-01-18,F,20000
21007,160,AW00021007,NuanMa,1971-04-18,M,20000
21008,176,AW00021008,MelodyKCarlson,1966-01-18,F,20000
21009,176,AW00021009,ClintonSSandberg,1966-04-06,M,20000
21010,177,AW00021010,RubenNavarro,1971-12-07,M,20000
21011,253,AW00021011,AimeeWang,1966-05-25,F,20000
21012,234,AW00021012,MarieWVance,1965-01-18,F,20000
21013,186,AW00021013,ConnorNelson,1963-10-30,M,20000
21014,211,AW00021014,DianaCarlson,1963-10-21,F,20000
21015,149,AW00021015,DianePHernandez,1969-02-28,F,30000
21016,164,AW00021016,MicheleJKapoor,1971-08-05,F,30000
21017,197,AW00021017,LeslieERomero,1965-10-06,F,30000
21018,232,AW00021018,SheilaCSerrano,1971-07-20,F,30000
21019,206,AW00021019,MonicaCPrasad,1965-11-11,F,40000
21020,264,AW00021020,OmarYe,1970-02-18,M,30000
21021,201,AW00021021,GaryGSerrano,1965-01-07,M,30000
21022,219,AW00021022,BiancaJHuang,1963-12-12,F,30000
21023,274,AW00021023,CaraWang,1981-01-16,F,10000
21024,203,AW00021024,LoriCJimenez,1975-07-04,F,10000
21025,271,AW00021025,CedricEWu,1976-01-15,M,10000
21026,247,AW00021026,CliffordEFernandez,1975-09-18,M,20000
21027,236,AW00021027,LukeENelson,1975-09-21,M,20000
21028,235,AW00021028,JoeSuri,1981-10-19,M,20000
21029,175,AW00021029,KristiCMartin,1975-02-12,F,10000
21030,195,AW00021030,LindsayAXu,1981-10-19,F,30000
21031,188,AW00021031,CassieShe,1981-03-02,F,30000
21032,132,AW00021032,BrendanVShan,1975-04-15,M,20000
21033,182,AW00021033,PrestonKSubram,1975-05-10,M,30000
21034,241,AW00021034,JacquelineKelly,1975-03-23,F,30000
21035,115,AW00021035,RoySanchez,1975-01-13,M,30000
21036,265,AW00021036,RubenCHernandez,1980-06-18,M,30000
21037,160,AW00021037,BruceTArun,1980-10-14,M,40000
21038,197,AW00021038,PedroLopez,1975-02-23,M,40000
21039,235,AW00021039,JillRamos,1974-09-02,F,50000
21040,270,AW00021040,ChadRLuo,1974-09-19,M,50000
21041,200,AW00021041,EddieSerrano,1958-05-04,M,20000
